213,203,110,72
221,201,108,68
224,197,116,80
240,204,117,74
248,203,119,73
265,205,117,76
277,212,113,75
279,220,123,71
285,218,120,74
290,212,122,81
293,213,124,75
303,213,122,75
309,213,126,76
317,204,132,73
328,187,133,82
337,186,139,79
344,181,136,75
352,168,143,85
366,156,138,77
380,157,136,79
395,155,132,78
404,149,138,75
423,146,137,84
444,149,129,80
436,156,144,77
444,166,146,73
442,170,145,79
452,164,138,82
444,161,150,80
451,160,140,84
445,172,149,87
438,177,157,80
432,176,161,86
438,188,154,82
439,190,150,84
412,198,169,75
410,189,169,86
400,189,172,84
387,184,175,89
379,185,172,86
364,182,181,96
360,174,184,88
352,159,180,89
348,141,185,94
353,126,187,91
345,129,183,90
333,129,195,96
327,131,181,86
315,123,199,96
316,136,195,92
312,144,207,89
312,141,208,92
315,153,200,92
316,166,199,95
307,166,202,96
310,185,197,87
313,187,195,88
316,179,200,90
316,185,205,95
324,183,185,96
332,185,196,89
336,187,202,95
342,197,205,92
348,196,207,97
348,194,206,98
351,192,206,105
357,195,203,94
356,186,204,97
347,177,209,103
347,175,204,98
346,176,202,95
338,175,199,94
331,167,201,98
326,173,203,96
325,169,195,97
317,172,201,93
315,173,203,92
316,172,200,98
309,173,203,97
309,177,204,94
306,177,201,95
303,181,201,88
303,176,201,93
300,169,213,103
308,177,187,89
298,177,214,97
308,174,209,96
308,170,190,88
310,163,191,95
312,168,184,90
308,165,197,89
305,153,196,96
308,153,191,94
304,153,191,91
303,153,192,93
298,145,190,95
294,144,187,93
289,143,188,94
287,141,185,91
282,137,190,99
281,141,185,92
280,142,183,95
278,136,175,90
278,137,176,94
275,142,177,85
275,137,170,91
267,133,178,89
266,134,179,91
268,133,173,94
269,137,172,87
263,133,174,91
263,137,168,87
260,131,171,91
256,127,165,93
255,124,166,92
256,123,161,90
253,119,162,90
255,117,161,90
254,113,160,88
260,115,155,90
260,123,155,84
267,124,149,85
269,129,154,86
275,133,153,90
282,139,150,90
288,141,148,90
294,144,148,89
302,153,143,80
309,157,144,84
316,164,140,80
316,161,141,81
323,161,137,79
320,163,140,81
324,164,134,78
327,167,133,77
328,163,131,80
332,165,130,79
329,168,132,77
464,241,-132,-80
332,166,128,74
335,170,121,77
333,171,127,75
337,172,119,77
340,177,123,81
344,181,121,76
347,184,121,77
348,188,123,74
353,192,124,77
352,193,121,79
357,202,118,71
357,200,117,73
365,198,113,73
369,199,109,66
372,197,111,73
375,195,112,78
380,195,110,74
384,198,110,75
386,195,114,77
391,199,108,71
392,200,111,73
392,201,111,74
393,205,107,72
392,198,108,74
392,200,112,72
392,199,105,72
393,200,103,70
392,202,108,70
391,202,106,70
390,201,105,71
388,198,104,74
384,202,103,73
380,203,104,74
380,206,100,68
376,204,103,76
376,210,99,71
371,206,97,70
364,208,98,69
353,210,100,67
348,211,95,67
344,211,96,69
340,212,96,67
335,208,100,68
331,213,99,63
324,209,94,66
318,212,94,65
309,209,95,66
308,203,97,68
306,201,98,66
304,197,92,65
304,191,90,66
300,187,92,66
296,187,95,66
295,188,93,64
296,183,92,66
296,183,92,66
295,182,93,65
296,179,88,66
297,181,87,62
293,179,95,65
295,181,87,58
293,180,91,58
292,179,90,58
292,179,89,58
288,182,88,57
288,181,89,58
287,177,90,64
283,183,89,60
279,183,89,58
280,183,85,60
277,186,89,63
276,190,84,60
275,182,83,61
272,176,84,61
274,176,83,61
267,174,83,61
265,174,86,63
271,175,77,63
264,176,80,61
272,177,71,64
272,179,72,66
274,179,69,62
272,177,69,65
271,177,67,59
276,177,63,62
271,168,69,65
272,165,63,64
262,164,66,61
261,161,74,68
259,165,67,60
266,165,58,63
266,167,58,63
268,174,55,63
272,179,50,63
270,183,50,58
276,185,50,57
280,184,50,62
281,183,47,61
276,178,53,61
276,177,52,62
276,173,49,59
280,170,48,59
281,167,49,58
288,161,46,60
286,159,43,60
288,161,43,61
292,159,45,58
298,132,44,60
295,149,43,56
296,179,41,57
301,181,39,54
